"Kernel Name","void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x5_nn_align4>(T1::Params)",
"Address","Source","Instructions Executed","Predicated-On Thread Instructions Executed"
"0x782ae6306950","      FMUL R137, R137, R167","0","0"
"0x782ae6306960","      FMUL R35, R138, R167","0","0"
"0x782ae6306970","      FMUL R139, R139, R167","0","0"
"0x782ae6306980","      FFMA R12, R12, R166, R21","0","0"
"0x782ae6306990","      FFMA R2, R13, R166, R145","0","0"
"0x782ae63069a0","      FFMA R14, R14, R166, R23","0","0"
"0x782ae63069b0","      FMNMX R12, R12, R165, !PT","0","0"
"0x782ae63069c0","      FFMA R20, R15, R166, R147","0","0"
"0x782ae63069d0","      FMNMX R13, R2, R165, !PT","0","0"
"0x782ae63069e0","      FFMA R8, R8, R166, R25","0","0"
"0x782ae63069f0","      FMNMX R14, R14, R165, !PT","0","0"
"0x782ae6306a00","      FFMA R22, R9, R166, R141","0","0"
"0x782ae6306a10","      FMNMX R15, R20, R165, !PT","0","0"
"0x782ae6306a20","      FFMA R10, R10, R166, R29","0","0"
"0x782ae6306a30","      FMNMX R8, R8, R165, !PT","0","0"
"0x782ae6306a40","      FFMA R24, R11, R166, R143","0","0"
"0x782ae6306a50","      FMNMX R9, R22, R165, !PT","0","0"
"0x782ae6306a60","      FFMA R4, R4, R166, R31","0","0"
"0x782ae6306a70","      FMNMX R10, R10, R165, !PT","0","0"
"0x782ae6306a80","      FFMA R28, R5, R166, R137","0","0"
"0x782ae6306a90","      FMNMX R11, R24, R165, !PT","0","0"
"0x782ae6306aa0","      FFMA R6, R6, R166, R35","0","0"
"0x782ae6306ab0","      FMNMX R4, R4, R165, !PT","0","0"
"0x782ae6306ac0","      FFMA R30, R7, R166, R139","0","0"
"0x782ae6306ad0","      FMNMX R5, R28, R165, !PT","0","0"
"0x782ae6306ae0","      FMUL R3, R132, R167","0","0"
"0x782ae6306af0","      FMNMX R6, R6, R165, !PT","0","0"
"0x782ae6306b00","      FMUL R133, R133, R167","0","0"
"0x782ae6306b10","      FMNMX R7, R30, R165, !PT","0","0"
"0x782ae6306b20","      FMUL R21, R134, R167","0","0"
"0x782ae6306b30","@P1   STG.E.128 [R26.64+UR6], R12","0","0"
"0x782ae6306b40","      FMUL R135, R135, R167","0","0"
"0x782ae6306b50","      FFMA R16, R16, R166, R3","0","0"
"0x782ae6306b60","@P0   STG.E.128 [R26.64+UR4], R8","0","0"
"0x782ae6306b70","      FFMA R2, R17, R166, R133","0","0"
"0x782ae6306b80","      FFMA R18, R18, R166, R21","0","0"
"0x782ae6306b90","@P4   STG.E.128 [R32.64+UR6], R4","0","0"
"0x782ae6306ba0","      FFMA R166, R19, R166, R135","0","0"
"0x782ae6306bb0","      FMNMX R8, R16, R165, !PT","0","0"
"0x782ae6306bc0","      FMNMX R9, R2, R165, !PT","0","0"
"0x782ae6306bd0","      FMNMX R10, R18, R165, !PT","0","0"
"0x782ae6306be0","      FMNMX R11, R166, R165, !PT","0","0"
"0x782ae6306bf0","@!P5  BRA 0x782ae6308a10","0","0"
"0x782ae6306c00","      STG.E.128 [R32.64+UR4], R8","0","0"
"0x782ae6306c10","      BRA 0x782ae6308a10","0","0"
"0x782ae6306c20","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6306c30","      ISETP.LT.AND P1, PT, R164, c[0x0][0x160], P4","384","12288"
"0x782ae6306c40","      ISETP.LT.AND P3, PT, R164, c[0x0][0x160], P5","384","12288"
"0x782ae6306c50","      ULDC.64 UR4, c[0x0][0x238]","384","12288"
"0x782ae6306c60","      UIADD3 UR4, UP0, UR4, 0x100, URZ","384","12288"
"0x782ae6306c70","      ULDC.64 UR6, c[0x0][0x238]","384","12288"
"0x782ae6306c80","      UIADD3.X UR5, URZ, UR5, URZ, UP0, !UPT","384","12288"
"0x782ae6306c90","      STS.64 [R2.X8], R4","384","12288"
"0x782ae6306ca0","      STS.64 [R2.X8+0x20], R8","384","12288"
"0x782ae6306cb0","      STS.64 [R2.X8+0x40], R12","384","12288"
"0x782ae6306cc0","      STS.64 [R2.X8+0x60], R16","384","12288"
"0x782ae6306cd0","      STS.64 [R2.X8+0x80], R20","384","12288"
"0x782ae6306ce0","      STS.64 [R2.X8+0xa0], R24","384","12288"
"0x782ae6306cf0","      STS.64 [R2.X8+0xc0], R28","384","12288"
"0x782ae6306d00","      IADD3 R4, R164, 0x2, RZ","384","12288"
"0x782ae6306d10","      STS.64 [R2.X8+0xe0], R32","384","12288"
"0x782ae6306d20","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6306d30","      ISETP.LT.AND P2, PT, R4, c[0x0][0x160], P4","384","12288"
"0x782ae6306d40","      ISETP.LT.AND P0, PT, R4, c[0x0][0x160], P5","384","12288"
"0x782ae6306d50","      IADD3 R13, R164, 0xa, RZ","384","12288"
"0x782ae6306d60","      IMAD.MOV.U32 R16, RZ, RZ, R170","384","12288"
"0x782ae6306d70","      IMAD.MOV.U32 R17, RZ, RZ, R171","384","12288"
"0x782ae6306d80","      LDS.128 R132, [R3]","384","12288"
"0x782ae6306d90","      LDS.128 R144, [R3+0x100]","384","12288"
"0x782ae6306da0","      LDS.128 R140, [R3+0x440]","384","12288"
"0x782ae6306db0","      LDS.128 R136, [R3+0x540]","384","12288"
"0x782ae6306dc0","      FMUL R132, R132, R166","384","12288"
"0x782ae6306dd0","      FMUL R12, R133, R166","384","12288"
"0x782ae6306de0","      FMUL R134, R134, R166","384","12288"
"0x782ae6306df0","      FMNMX R132, R132, R165, !PT","384","12288"
"0x782ae6306e00","      FMUL R8, R135, R166","384","12288"
"0x782ae6306e10","      FMNMX R133, R12, R165, !PT","384","12288"
"0x782ae6306e20","      FMUL R148, R146, R166","384","12288"
"0x782ae6306e30","      FMNMX R134, R134, R165, !PT","384","12288"
"0x782ae6306e40","      FMUL R152, R144, R166","384","12288"
"0x782ae6306e50","      FMNMX R135, R8, R165, !PT","384","12288"
"0x782ae6306e60","      FMUL R150, R145, R166","384","12288"
"0x782ae6306e70","      FMUL R146, R147, R166","384","12288"
"0x782ae6306e80","@P1   STG.E.128 [R16], R132","384","12288"
"0x782ae6306e90","      FMUL R144, R140, R166","384","12288"
"0x782ae6306ea0","      IADD3 R20, P1, R170, c[0x0][0x220], RZ","384","12288"
"0x782ae6306eb0","      FMUL R32, R141, R166","384","12288"
"0x782ae6306ec0","      FMNMX R140, R152, R165, !PT","384","12288"
"0x782ae6306ed0","      FMUL R28, R142, R166","384","12288"
"0x782ae6306ee0","      FMNMX R141, R150, R165, !PT","384","12288"
"0x782ae6306ef0","      FMUL R24, R143, R166","384","12288"
"0x782ae6306f00","      FMNMX R142, R148, R165, !PT","384","12288"
"0x782ae6306f10","      FMUL R12, R136, R166","384","12288"
"0x782ae6306f20","      FMNMX R143, R146, R165, !PT","384","12288"
"0x782ae6306f30","      FMUL R8, R137, R166","384","12288"
"0x782ae6306f40","      IADD3.X R21, R171, c[0x0][0x224], RZ, P1, !PT","384","12288"
"0x782ae6306f50","      FMUL R4, R139, R166","384","12288"
"0x782ae6306f60","      FMNMX R136, R144, R165, !PT","384","12288"
"0x782ae6306f70","@P3   STG.E.128 [R16+0x100], R140","384","12288"
"0x782ae6306f80","      FMNMX R137, R32, R165, !PT","384","12288"
"0x782ae6306f90","      FMNMX R139, R24, R165, !PT","384","12288"
"0x782ae6306fa0","      ISETP.LT.AND P1, PT, R13, c[0x0][0x160], P4","384","12288"
"0x782ae6306fb0","      FMUL R134, R138, R166","384","12288"
"0x782ae6306fc0","      FMNMX R138, R28, R165, !PT","384","12288"
"0x782ae6306fd0","      FMNMX R132, R12, R165, !PT","384","12288"
"0x782ae6306fe0","      FMNMX R133, R8, R165, !PT","384","12288"
"0x782ae6306ff0","@P2   STG.E.128 [R20], R136","384","12288"
"0x782ae6307000","      FMNMX R134, R134, R165, !PT","384","12288"
"0x782ae6307010","      FMNMX R135, R4, R165, !PT","384","12288"
"0x782ae6307020","      IADD3 R12, R164, 0x8, RZ","384","12288"
"0x782ae6307030","@P0   STG.E.128 [R20+0x100], R132","384","12288"
"0x782ae6307040","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6307050","      ISETP.LT.AND P3, PT, R12, c[0x0][0x160], P4","384","12288"
"0x782ae6307060","      IADD3 R24, P0, R170, c[0x0][0x238], RZ","384","12288"
"0x782ae6307070","      ISETP.LT.AND P2, PT, R12, c[0x0][0x160], P5","384","12288"
"0x782ae6307080","      IADD3.X R25, R171, c[0x0][0x23c], RZ, P0, !PT","384","12288"
"0x782ae6307090","      ISETP.LT.AND P0, PT, R13, c[0x0][0x160], P5","384","12288"
"0x782ae63070a0","      STS.64 [R2.X8], R6","384","12288"
"0x782ae63070b0","      STS.64 [R2.X8+0x20], R10","384","12288"
"0x782ae63070c0","      STS.64 [R2.X8+0x40], R14","384","12288"
"0x782ae63070d0","      STS.64 [R2.X8+0x60], R18","384","12288"
"0x782ae63070e0","      STS.64 [R2.X8+0x80], R22","384","12288"
"0x782ae63070f0","      STS.64 [R2.X8+0xa0], R26","384","12288"
"0x782ae6307100","      STS.64 [R2.X8+0xc0], R30","384","12288"
"0x782ae6307110","      STS.64 [R2.X8+0xe0], R34","384","12288"
"0x782ae6307120","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6307130","      IADD3 R27, R164, 0x12, RZ","384","12288"
"0x782ae6307140","      LDS.128 R140, [R3]","384","12288"
"0x782ae6307150","      LDS.128 R136, [R3+0x100]","384","12288"
"0x782ae6307160","      LDS.128 R132, [R3+0x440]","384","12288"
"0x782ae6307170","      LDS.128 R8, [R3+0x540]","384","12288"
"0x782ae6307180","      FMUL R4, R140, R166","384","12288"
"0x782ae6307190","      FMUL R18, R141, R166","384","12288"
"0x782ae63071a0","      FMUL R6, R142, R166","384","12288"
"0x782ae63071b0","      FMNMX R4, R4, R165, !PT","384","12288"
"0x782ae63071c0","      FMUL R14, R143, R166","384","12288"
"0x782ae63071d0","      FMNMX R5, R18, R165, !PT","384","12288"
"0x782ae63071e0","      FMUL R12, R136, R166","384","12288"
"0x782ae63071f0","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae6307200","      FMUL R34, R137, R166","384","12288"
"0x782ae6307210","      FMNMX R7, R14, R165, !PT","384","12288"
"0x782ae6307220","      FMUL R14, R138, R166","384","12288"
"0x782ae6307230","      FMNMX R12, R12, R165, !PT","384","12288"
"0x782ae6307240","      FMUL R32, R139, R166","384","12288"
"0x782ae6307250","      FMNMX R13, R34, R165, !PT","384","12288"
"0x782ae6307260","@P3   STG.E.128 [R24], R4","384","12288"
"0x782ae6307270","      FMUL R132, R132, R166","384","12288"
"0x782ae6307280","      IADD3 R22, P3, R20, c[0x0][0x238], RZ","384","12288"
"0x782ae6307290","      FMUL R30, R133, R166","384","12288"
"0x782ae63072a0","      FMNMX R14, R14, R165, !PT","384","12288"
"0x782ae63072b0","      FMUL R134, R134, R166","384","12288"
"0x782ae63072c0","      FMNMX R15, R32, R165, !PT","384","12288"
"0x782ae63072d0","      FMUL R28, R135, R166","384","12288"
"0x782ae63072e0","      IADD3.X R23, R21, c[0x0][0x23c], RZ, P3, !PT","384","12288"
"0x782ae63072f0","      FMUL R26, R9, R166","384","12288"
"0x782ae6307300","      FMNMX R9, R30, R165, !PT","384","12288"
"0x782ae6307310","      FMUL R18, R11, R166","384","12288"
"0x782ae6307320","      FMNMX R11, R28, R165, !PT","384","12288"
"0x782ae6307330","@P2   STG.E.128 [R16.64+UR4], R12","384","12288"
"0x782ae6307340","      FMUL R4, R8, R166","384","12288"
"0x782ae6307350","      FMNMX R8, R132, R165, !PT","384","12288"
"0x782ae6307360","      FMUL R6, R10, R166","384","12288"
"0x782ae6307370","      FMNMX R10, R134, R165, !PT","384","12288"
"0x782ae6307380","      FMNMX R4, R4, R165, !PT","384","12288"
"0x782ae6307390","      FMNMX R5, R26, R165, !PT","384","12288"
"0x782ae63073a0","@P1   STG.E.128 [R22], R8","384","12288"
"0x782ae63073b0","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae63073c0","      FMNMX R7, R18, R165, !PT","384","12288"
"0x782ae63073d0","      IADD3 R26, R164, 0x10, RZ","384","12288"
"0x782ae63073e0","      ISETP.LT.AND P1, PT, R27, c[0x0][0x160], P4","384","12288"
"0x782ae63073f0","@P0   STG.E.128 [R20.64+UR4], R4","384","12288"
"0x782ae6307400","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6307410","      ISETP.LT.AND P3, PT, R26, c[0x0][0x160], P4","384","12288"
"0x782ae6307420","      ISETP.LT.AND P2, PT, R26, c[0x0][0x160], P5","384","12288"
"0x782ae6307430","      STS.64 [R2.X8], R64","384","12288"
"0x782ae6307440","      STS.64 [R2.X8+0x20], R60","384","12288"
"0x782ae6307450","      IADD3 R20, P0, R24, c[0x0][0x238], RZ","384","12288"
"0x782ae6307460","      STS.64 [R2.X8+0x40], R56","384","12288"
"0x782ae6307470","      IADD3.X R21, R25, c[0x0][0x23c], RZ, P0, !PT","384","12288"
"0x782ae6307480","      ISETP.LT.AND P0, PT, R27, c[0x0][0x160], P5","384","12288"
"0x782ae6307490","      STS.64 [R2.X8+0x60], R52","384","12288"
"0x782ae63074a0","      STS.64 [R2.X8+0x80], R48","384","12288"
"0x782ae63074b0","      STS.64 [R2.X8+0xa0], R44","384","12288"
"0x782ae63074c0","      STS.64 [R2.X8+0xc0], R40","384","12288"
"0x782ae63074d0","      STS.64 [R2.X8+0xe0], R36","384","12288"
"0x782ae63074e0","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae63074f0","      LDS.128 R4, [R3]","384","12288"
"0x782ae6307500","      LDS.128 R16, [R3+0x100]","384","12288"
"0x782ae6307510","      LDS.128 R12, [R3+0x440]","384","12288"
"0x782ae6307520","      LDS.128 R8, [R3+0x540]","384","12288"
"0x782ae6307530","      FMUL R4, R4, R166","384","12288"
"0x782ae6307540","      FMUL R30, R5, R166","384","12288"
"0x782ae6307550","      FMUL R6, R6, R166","384","12288"
"0x782ae6307560","      FMNMX R4, R4, R165, !PT","384","12288"
"0x782ae6307570","      FMUL R28, R7, R166","384","12288"
"0x782ae6307580","      FMNMX R5, R30, R165, !PT","384","12288"
"0x782ae6307590","      FMUL R52, R16, R166","384","12288"
"0x782ae63075a0","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae63075b0","      FMUL R48, R17, R166","384","12288"
"0x782ae63075c0","      FMNMX R7, R28, R165, !PT","384","12288"
"0x782ae63075d0","      FMUL R44, R18, R166","384","12288"
"0x782ae63075e0","      FMUL R40, R19, R166","384","12288"
"0x782ae63075f0","@P3   STG.E.128 [R20], R4","384","12288"
"0x782ae6307600","      FMUL R36, R12, R166","384","12288"
"0x782ae6307610","      IADD3 R26, P3, R22, c[0x0][0x238], RZ","384","12288"
"0x782ae6307620","      FMUL R34, R13, R166","384","12288"
"0x782ae6307630","      FMNMX R12, R52, R165, !PT","384","12288"
"0x782ae6307640","      FMUL R32, R14, R166","384","12288"
"0x782ae6307650","      FMNMX R13, R48, R165, !PT","384","12288"
"0x782ae6307660","      FMUL R30, R15, R166","384","12288"
"0x782ae6307670","      FMNMX R14, R44, R165, !PT","384","12288"
"0x782ae6307680","      FMUL R28, R8, R166","384","12288"
"0x782ae6307690","      FMNMX R15, R40, R165, !PT","384","12288"
"0x782ae63076a0","      FMUL R18, R9, R166","384","12288"
"0x782ae63076b0","      IADD3.X R27, R23, c[0x0][0x23c], RZ, P3, !PT","384","12288"
"0x782ae63076c0","      FMUL R16, R11, R166","384","12288"
"0x782ae63076d0","      FMNMX R8, R36, R165, !PT","384","12288"
"0x782ae63076e0","@P2   STG.E.128 [R24.64+UR4], R12","384","12288"
"0x782ae63076f0","      FMNMX R9, R34, R165, !PT","384","12288"
"0x782ae6307700","      FMNMX R11, R30, R165, !PT","384","12288"
"0x782ae6307710","      FMUL R6, R10, R166","384","12288"
"0x782ae6307720","      FMNMX R10, R32, R165, !PT","384","12288"
"0x782ae6307730","      FMNMX R4, R28, R165, !PT","384","12288"
"0x782ae6307740","      FMNMX R5, R18, R165, !PT","384","12288"
"0x782ae6307750","@P1   STG.E.128 [R26], R8","384","12288"
"0x782ae6307760","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae6307770","      FMNMX R7, R16, R165, !PT","384","12288"
"0x782ae6307780","@P0   STG.E.128 [R22.64+UR4], R4","384","12288"
"0x782ae6307790","      IADD3 R24, R164, 0x18, RZ","384","12288"
"0x782ae63077a0","      IADD3 R25, R164, 0x1a, RZ","384","12288"
"0x782ae63077b0","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae63077c0","      ISETP.LT.AND P3, PT, R24, c[0x0][0x160], P4","384","12288"
"0x782ae63077d0","      ISETP.LT.AND P2, PT, R24, c[0x0][0x160], P5","384","12288"
"0x782ae63077e0","      ISETP.LT.AND P1, PT, R25, c[0x0][0x160], P4","384","12288"
"0x782ae63077f0","      STS.64 [R2.X8], R66","384","12288"
"0x782ae6307800","      STS.64 [R2.X8+0x20], R62","384","12288"
"0x782ae6307810","      IADD3 R22, P0, R20, c[0x0][0x238], RZ","384","12288"
"0x782ae6307820","      STS.64 [R2.X8+0x40], R58","384","12288"
"0x782ae6307830","      IADD3.X R23, R21, c[0x0][0x23c], RZ, P0, !PT","384","12288"
"0x782ae6307840","      ISETP.LT.AND P0, PT, R25, c[0x0][0x160], P5","384","12288"
"0x782ae6307850","      STS.64 [R2.X8+0x60], R54","384","12288"
"0x782ae6307860","      STS.64 [R2.X8+0x80], R50","384","12288"
"0x782ae6307870","      STS.64 [R2.X8+0xa0], R46","384","12288"
"0x782ae6307880","      STS.64 [R2.X8+0xc0], R42","384","12288"
"0x782ae6307890","      STS.64 [R2.X8+0xe0], R38","384","12288"
"0x782ae63078a0","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae63078b0","      LDS.128 R4, [R3]","384","12288"
"0x782ae63078c0","      LDS.128 R16, [R3+0x100]","384","12288"
"0x782ae63078d0","      LDS.128 R12, [R3+0x440]","384","12288"
"0x782ae63078e0","      LDS.128 R8, [R3+0x540]","384","12288"
"0x782ae63078f0","      FMUL R4, R4, R166","384","12288"
"0x782ae6307900","      FMUL R30, R5, R166","384","12288"
"0x782ae6307910","      FMUL R6, R6, R166","384","12288"
"0x782ae6307920","      FMNMX R4, R4, R165, !PT","384","12288"
"0x782ae6307930","      FMUL R28, R7, R166","384","12288"
"0x782ae6307940","      FMNMX R5, R30, R165, !PT","384","12288"
"0x782ae6307950","      FMUL R44, R16, R166","384","12288"
"0x782ae6307960","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae6307970","      FMUL R42, R17, R166","384","12288"
"0x782ae6307980","      FMNMX R7, R28, R165, !PT","384","12288"
"0x782ae6307990","      FMUL R40, R18, R166","384","12288"
"0x782ae63079a0","      FMUL R38, R19, R166","384","12288"
"0x782ae63079b0","@P3   STG.E.128 [R22], R4","384","12288"
"0x782ae63079c0","      FMUL R36, R12, R166","384","12288"
"0x782ae63079d0","      IADD3 R24, P3, R26, c[0x0][0x238], RZ","384","12288"
"0x782ae63079e0","      FMUL R34, R13, R166","384","12288"
"0x782ae63079f0","      FMNMX R12, R44, R165, !PT","384","12288"
"0x782ae6307a00","      FMUL R32, R14, R166","384","12288"
"0x782ae6307a10","      FMNMX R13, R42, R165, !PT","384","12288"
"0x782ae6307a20","      FMUL R30, R15, R166","384","12288"
"0x782ae6307a30","      FMNMX R14, R40, R165, !PT","384","12288"
"0x782ae6307a40","      FMUL R28, R8, R166","384","12288"
"0x782ae6307a50","      FMNMX R15, R38, R165, !PT","384","12288"
"0x782ae6307a60","      FMUL R18, R9, R166","384","12288"
"0x782ae6307a70","      IADD3.X R25, R27, c[0x0][0x23c], RZ, P3, !PT","384","12288"
"0x782ae6307a80","      FMUL R16, R11, R166","384","12288"
"0x782ae6307a90","      FMNMX R8, R36, R165, !PT","384","12288"
"0x782ae6307aa0","@P2   STG.E.128 [R20.64+UR4], R12","384","12288"
"0x782ae6307ab0","      FMNMX R9, R34, R165, !PT","384","12288"
"0x782ae6307ac0","      FMNMX R11, R30, R165, !PT","384","12288"
"0x782ae6307ad0","      FMUL R6, R10, R166","384","12288"
"0x782ae6307ae0","      FMNMX R10, R32, R165, !PT","384","12288"
"0x782ae6307af0","      FMNMX R4, R28, R165, !PT","384","12288"
"0x782ae6307b00","      FMNMX R5, R18, R165, !PT","384","12288"
"0x782ae6307b10","@P1   STG.E.128 [R24], R8","384","12288"
"0x782ae6307b20","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae6307b30","      FMNMX R7, R16, R165, !PT","384","12288"
"0x782ae6307b40","@P0   STG.E.128 [R26.64+UR4], R4","384","12288"
"0x782ae6307b50","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6307b60","      IADD3 R20, P0, R22, c[0x0][0x238], RZ","384","12288"
"0x782ae6307b70","      IADD3.X R21, R23, c[0x0][0x23c], RZ, P0, !PT","384","12288"
"0x782ae6307b80","      STS.64 [R2.X8], R68","384","12288"
"0x782ae6307b90","      STS.64 [R2.X8+0x20], R72","384","12288"
"0x782ae6307ba0","      IADD3 R26, R164, 0x20, RZ","384","12288"
"0x782ae6307bb0","      IADD3 R27, R164, 0x22, RZ","384","12288"
"0x782ae6307bc0","      STS.64 [R2.X8+0x40], R76","384","12288"
"0x782ae6307bd0","      ISETP.LT.AND P3, PT, R26, c[0x0][0x160], P4","384","12288"
"0x782ae6307be0","      ISETP.LT.AND P2, PT, R26, c[0x0][0x160], P5","384","12288"
"0x782ae6307bf0","      STS.64 [R2.X8+0x60], R80","384","12288"
"0x782ae6307c00","      ISETP.LT.AND P1, PT, R27, c[0x0][0x160], P4","384","12288"
"0x782ae6307c10","      ISETP.LT.AND P0, PT, R27, c[0x0][0x160], P5","384","12288"
"0x782ae6307c20","      STS.64 [R2.X8+0x80], R84","384","12288"
"0x782ae6307c30","      STS.64 [R2.X8+0xa0], R88","384","12288"
"0x782ae6307c40","      STS.64 [R2.X8+0xc0], R92","384","12288"
"0x782ae6307c50","      STS.64 [R2.X8+0xe0], R96","384","12288"
"0x782ae6307c60","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6307c70","      LDS.128 R4, [R3]","384","12288"
"0x782ae6307c80","      LDS.128 R16, [R3+0x100]","384","12288"
"0x782ae6307c90","      LDS.128 R12, [R3+0x440]","384","12288"
"0x782ae6307ca0","      LDS.128 R8, [R3+0x540]","384","12288"
"0x782ae6307cb0","      FMUL R4, R4, R166","384","12288"
"0x782ae6307cc0","      FMUL R30, R5, R166","384","12288"
"0x782ae6307cd0","      FMUL R6, R6, R166","384","12288"
"0x782ae6307ce0","      FMNMX R4, R4, R165, !PT","384","12288"
"0x782ae6307cf0","      FMUL R28, R7, R166","384","12288"
"0x782ae6307d00","      FMNMX R5, R30, R165, !PT","384","12288"
"0x782ae6307d10","      FMUL R44, R16, R166","384","12288"
"0x782ae6307d20","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae6307d30","      FMUL R42, R17, R166","384","12288"
"0x782ae6307d40","      FMNMX R7, R28, R165, !PT","384","12288"
"0x782ae6307d50","      FMUL R40, R18, R166","384","12288"
"0x782ae6307d60","      FMUL R38, R19, R166","384","12288"
"0x782ae6307d70","@P3   STG.E.128 [R20], R4","384","12288"
"0x782ae6307d80","      FMUL R36, R12, R166","384","12288"
"0x782ae6307d90","      IADD3 R26, P3, R24, c[0x0][0x238], RZ","384","12288"
"0x782ae6307da0","      FMUL R34, R13, R166","384","12288"
"0x782ae6307db0","      FMNMX R12, R44, R165, !PT","384","12288"
"0x782ae6307dc0","      FMUL R32, R14, R166","384","12288"
"0x782ae6307dd0","      FMNMX R13, R42, R165, !PT","384","12288"
"0x782ae6307de0","      FMUL R30, R15, R166","384","12288"
"0x782ae6307df0","      FMNMX R14, R40, R165, !PT","384","12288"
"0x782ae6307e00","      FMUL R28, R8, R166","384","12288"
"0x782ae6307e10","      FMNMX R15, R38, R165, !PT","384","12288"
"0x782ae6307e20","      FMUL R18, R9, R166","384","12288"
"0x782ae6307e30","      IADD3.X R27, R25, c[0x0][0x23c], RZ, P3, !PT","384","12288"
"0x782ae6307e40","      FMUL R16, R11, R166","384","12288"
"0x782ae6307e50","      FMNMX R8, R36, R165, !PT","384","12288"
"0x782ae6307e60","@P2   STG.E.128 [R22.64+UR4], R12","384","12288"
"0x782ae6307e70","      FMNMX R9, R34, R165, !PT","384","12288"
"0x782ae6307e80","      FMNMX R11, R30, R165, !PT","384","12288"
"0x782ae6307e90","      FMUL R6, R10, R166","384","12288"
"0x782ae6307ea0","      FMNMX R10, R32, R165, !PT","384","12288"
"0x782ae6307eb0","      FMNMX R4, R28, R165, !PT","384","12288"
"0x782ae6307ec0","      FMNMX R5, R18, R165, !PT","384","12288"
"0x782ae6307ed0","@P1   STG.E.128 [R26], R8","384","12288"
"0x782ae6307ee0","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae6307ef0","      FMNMX R7, R16, R165, !PT","384","12288"
"0x782ae6307f00","@P0   STG.E.128 [R24.64+UR4], R4","384","12288"
"0x782ae6307f10","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6307f20","      IADD3 R22, P0, R20, c[0x0][0x238], RZ","384","12288"
"0x782ae6307f30","      IADD3.X R23, R21, c[0x0][0x23c], RZ, P0, !PT","384","12288"
"0x782ae6307f40","      STS.64 [R2.X8], R70","384","12288"
"0x782ae6307f50","      STS.64 [R2.X8+0x20], R74","384","12288"
"0x782ae6307f60","      IADD3 R24, R164, 0x28, RZ","384","12288"
"0x782ae6307f70","      IADD3 R25, R164, 0x2a, RZ","384","12288"
"0x782ae6307f80","      STS.64 [R2.X8+0x40], R78","384","12288"
"0x782ae6307f90","      ISETP.LT.AND P3, PT, R24, c[0x0][0x160], P4","384","12288"
"0x782ae6307fa0","      ISETP.LT.AND P2, PT, R24, c[0x0][0x160], P5","384","12288"
"0x782ae6307fb0","      STS.64 [R2.X8+0x60], R82","384","12288"
"0x782ae6307fc0","      ISETP.LT.AND P1, PT, R25, c[0x0][0x160], P4","384","12288"
"0x782ae6307fd0","      ISETP.LT.AND P0, PT, R25, c[0x0][0x160], P5","384","12288"
"0x782ae6307fe0","      STS.64 [R2.X8+0x80], R86","384","12288"
"0x782ae6307ff0","      STS.64 [R2.X8+0xa0], R90","384","12288"
"0x782ae6308000","      STS.64 [R2.X8+0xc0], R94","384","12288"
"0x782ae6308010","      STS.64 [R2.X8+0xe0], R98","384","12288"
"0x782ae6308020","      BAR.SYNC.DEFER_BLOCKING 0x0","384","12288"
"0x782ae6308030","      LDS.128 R4, [R3]","384","12288"
"0x782ae6308040","      LDS.128 R16, [R3+0x100]","384","12288"
"0x782ae6308050","      LDS.128 R12, [R3+0x440]","384","12288"
"0x782ae6308060","      LDS.128 R8, [R3+0x540]","384","12288"
"0x782ae6308070","      FMUL R4, R4, R166","384","12288"
"0x782ae6308080","      FMUL R30, R5, R166","384","12288"
"0x782ae6308090","      FMUL R6, R6, R166","384","12288"
"0x782ae63080a0","      FMNMX R4, R4, R165, !PT","384","12288"
"0x782ae63080b0","      FMUL R28, R7, R166","384","12288"
"0x782ae63080c0","      FMNMX R5, R30, R165, !PT","384","12288"
"0x782ae63080d0","      FMUL R44, R16, R166","384","12288"
"0x782ae63080e0","      FMNMX R6, R6, R165, !PT","384","12288"
"0x782ae63080f0","      FMUL R42, R17, R166","384","12288"
"0x782ae6308100","      FMNMX R7, R28, R165, !PT","384","12288"
